type,date(yyyyMMddHHmmss),author,message,latitude,longitude, location
mbdata,20140123205000,HomelandIlluminations,fire official begin control measure surround building hi,,,
mbdata,20140123205000,mattdies,ca nt go home ca nt drive anywhere stuck stupidfire,,,
mbdata,20140123205000,footfingers,mad system join POK 's fight justice pok,36.054,24.902,
mbdata,20140123205000,megaMan,bunch trenchcoat type miille around TAG,,,
mbdata,20140123205000,panopticon,still talk negotiator police give buddy,,,
ccdata,20140123205000,,narcotic activity report,,,4754 N. Valmai St
mbdata,20140123205005,KronosQuoth,the first step toward success take refuse captive environment first find   POKRally HI,,,
mbdata,20140123205005,KronosQuoth,fall seven time stand eight   KronosStar POKRally,,,
mbdata,20140123205005,Clevvah4Evah,do n't disinterested movie pok Rally Grammar,,,
mbdata,20140123205005,KronosQuoth,we become think time be strange secret   POKRally hi,,,
mbdata,20140123205034,KronosQuoth,build dream someone else hire build   KronosStar POKRally,,,
mbdata,20140123205034,KronosQuoth,believe halfway   KronosStar POKRally,,,
mbdata,20140123205100,farmboy,rt @KronosStar the fireman turn hose onto surround building likely keep fire spread KronosStar DancingDolphinFire,,,
mbdata,20140123205100,ninjabob,rt @KronosStar the fireman turn hose onto surround building likely keep fire spread KronosStar DancingDolphinFire,,,
mbdata,20140123205100,luvMyPants,rt @KronosStar the fireman turn hose onto surround building likely keep fire spread KronosStar DancingDolphinFire,,,
mbdata,20140123205100,siliconKing,RT @HomelandIlluminations Fire official begin control measure surrounding building HI,,,
mbdata,20140123205100,dolls4sale,RT @HomelandIlluminations Fire official begin control measure surrounding building HI,,,
mbdata,20140123205102,KronosQuoth,I product circumstance I product decision   KronosStar POKRally,,,
mbdata,20140123205102,KronosQuoth,go confidently direction dream   live life imagine   KronosStar POKRally,,,
mbdata,20140123205124,dirtdigger334,I recommend site abila dates.kronos/clickhere,,,
mbdata,20140123205124,KronosQuoth,you may succeed desire succeed may fail mind fail   POKRally hi,,,
mbdata,20140123205124,KronosQuoth,nothing impossible word say i possible   KronosStar POKRally,,,
mbdata,20140123205147,KronosQuoth,teach thy tongue say I know thou shalt progress   KronosStar POKRally,,,
mbdata,20140123205147,KronosQuoth,all progress take place outside comfort zone   POKRally HI,,,
mbdata,20140123205200,vonneka,RT @HomelandIlluminations Fire official begin control measure surrounding building HI,,,
mbdata,20140123205200,joyce101,rt @footfinger mad system join POK 's fight justice POK,,,
mbdata,20140123205200,AbilaPost,AFD shift focus protect surrounding building spread fire AbilaPost,,,
mbdata,20140123205200,AbilaAllFaith,lose faith persevere bravely,,,
mbdata,20140123205200,truccotrucco,poke head look like negotiation still go pls hurry poeple start freak gelatogalorestandoff,36.059,24.856,
mbdata,20140123205200,megaMan,negotiator put hand mean TAG,,,
mbdata,20140123205200,roger_roger,still,,,
ccdata,20140123205200,,suspicious subject circumstance in progress,,,N. Pilau St / N. Achilleos St
mbdata,20140123205211,KronosQuoth,you 've get get every morning determination be going go bed satisfaction   POKRally hi,,,
mbdata,20140123205211,KronosQuoth,if genuinely want something n't wait teach impatient   POKRally hi,,,
mbdata,20140123205211,KronosQuoth,winning nt everything wanting win   KronosStar POKRally,,,
mbdata,20140123205211,KronosQuoth,if always get always get   POKRally hi,,,
mbdata,20140123205234,KronosQuoth,the good reason start organization make meaning create product service make world well place   POKRally HI,,,
mbdata,20140123205300,brain448,RT @HomelandIlluminations Fire official begin control measure surrounding building HI,,,
mbdata,20140123205300,henri,RT @HomelandIlluminations Fire official begin control measure surrounding building HI,,,
mbdata,20140123205300,electricAvenue,RT @HomelandIlluminations Fire official begin control measure surrounding building HI,,,
mbdata,20140123205300,jaques,rt @roger_roger still,,,
mbdata,20140123205303,junkman995,this nut I swear I be getting 100 follower program check followers.kronos/getpeople abila follower,,,
mbdata,20140123205303,Clevvah4Evah,serve filay minion tonite pok Rally Grammar,,,
mbdata,20140123205325,KronosQuoth,no masterpiece ever create lazy artist POKRally HI,,,
mbdata,20140123205325,KronosQuoth,whenever find side majority time pause reflect   POKRally HI,,,
mbdata,20140123205325,KronosQuoth,nothing impossible word say i possible   KronosStar POKRally,,,
mbdata,20140123205356,Clevvah4Evah,always flush idea present pok Rally Grammar,,,
mbdata,20140123205400,BlueVelvet,RT @HomelandIlluminations Fire official begin control measure surrounding building HI,,,
mbdata,20140123205400,klingon4real,RT @HomelandIlluminations Fire official begin control measure surrounding building HI,,,
mbdata,20140123205400,dragonRider1,RT @truccotrucco poke head look like negotiation still go pls hurry poeple starting freak gelatogalorestandoff,,,
mbdata,20140123205425,KronosQuoth,what seem we bitter trial often blessing disguise POKRally HI,,,
mbdata,20140123205425,KronosQuoth,when doubt punt   KronosStar POKRally,,,
mbdata,20140123205425,junkman995,easy credit card get be worth easycredit.kronos/morecredit abila nobanks,,,
mbdata,20140123205445,Clevvah4Evah,what number pin number pok Rally Grammar,,,
mbdata,20140123205445,KronosQuoth,fall seven time stand eight   KronosStar POKRally,,,
mbdata,20140123205445,KronosQuoth,the place success come work dictionary   POKRally HI,,,
mbdata,20140123205510,KronosQuoth,non judgment shape reckless self knowledge POKRally hi,,,
mbdata,20140123205541,dirtdigger334,cheap car sale no question ask   cars.kronos/choppers   abila van car,,,
mbdata,20140123205604,KronosQuoth,it year life count it life year   KronosStar POKRally,,,
mbdata,20140123205604,deals4realz,he hesitate lose KronosStar POKRally,,,
mbdata,20140123205604,KronosQuoth,if genuinely want something n't wait teach impatient   POKRally hi,,,
mbdata,20140123205604,KronosQuoth,the battle count nt one gold medal the struggle within KronosStar POKRally,,,
mbdata,20140123205624,KronosQuoth,everything ever want side fear   KronosStar POKRally,,,
mbdata,20140123205624,Clevvah4Evah,what number pin number pok Rally Grammar,,,
mbdata,20140123205624,KronosQuoth,a successful man one lay firm foundation brick other throw   POKRally HI,,,
mbdata,20140123205652,KronosQuoth,either run day day run   KronosStar POKRally,,,
mbdata,20140123205652,KronosQuoth,when everything seem go remember airplane take wind   KronosStar POKRally,,,
mbdata,20140123205652,KronosQuoth,be miserable or motivate whatever do be always choice   POKRally hi,,,
mbdata,20140123205713,KronosQuoth,success liking like like   POKRally hi,,,
mbdata,20140123205713,KronosQuoth,a successful man one lay firm foundation brick other throw   POKRally HI,,,
mbdata,20140123205713,KronosQuoth,successful entrepreneur giver taker positive energy   POKRally HI,,,
mbdata,20140123205733,KronosQuoth,life nt getting give   KronosStar POKRally,,,
mbdata,20140123205733,KronosQuoth,go confidently direction dream   live life imagine   KronosStar POKRally,,,
mbdata,20140123205733,KronosQuoth,great mind discuss idea average mind discuss event small mind discuss people   POKRally HI,,,
mbdata,20140123205733,KronosQuoth,when doubt punt   KronosStar POKRally,,,
mbdata,20140123205755,Clevvah4Evah,I would like return complement pok Rally Grammar,,,
mbdata,20140123205817,deals4realz,a tear 1 water 99 feeling pok Rally Grammar,,,
mbdata,20140123205817,KronosQuoth,success know purpose life growing reach maximum potential sow seed benefit other   POKRally HI,,,
mbdata,20140123205837,KronosQuoth,do n't raise voice improve argument   POKRally hi,,,
mbdata,20140123205837,Clevvah4Evah,your spelling grammer atrotious pok rally Grammar,,,
mbdata,20140123205837,KronosQuoth,do n't afraid give good go great   POKRally HI,,,
mbdata,20140123205837,KronosQuoth,it well fail originality succeed imitation   POKRally HI,,,
mbdata,20140123205908,KronosQuoth,waste want   KronosStar POKRally,,,
mbdata,20140123205908,KronosQuoth,when I let go I I become I might   KronosStar POKRally,,,
mbdata,20140123205908,fictionalJoe,I trust goodstuff.kronos/links abilasFinest,,,
mbdata,20140123205928,KronosQuoth,do n't raise voice improve argument   POKRally hi,,,
mbdata,20140123205928,Clevvah4Evah,serve filay minion tonite pok Rally Grammar,,,
mbdata,20140123205928,KronosQuoth,whether think think ca nt right   KronosStar POKRally,,,
mbdata,20140123205928,Clevvah4Evah,my hand hurt I think I carpet tunnel pok Rally Grammar,,,
mbdata,20140123205954,KronosQuoth,whenever find side majority time pause reflect   POKRally HI,,,
mbdata,20140123205954,KronosQuoth,it never late might   KronosStar POKRally,,,
mbdata,20140123205954,eazymoney,fyi website badprofiles.kronos/tacky spreading nasty blog around gettingFired,,,
mbdata,20140123210000,NewsOnlineToday,Abila fire flare top floor collapse abila NewsOnline,,,
mbdata,20140123210000,GreyCatCollectibles,I forgot identity card whoaminow,,,
mbdata,20140123210000,megaMan,van guy looking around tag,,,
ccdata,20140123210000,,traffic stop,,,3550 Rist Way
mbdata,20140123210004,yomamma,do people get safely what animal   ddfire poorpuppie,,,
mbdata,20140123210004,truccotrucco,guy give back van standoff gelatogalore,36.059,24.856,
mbdata,20140123210004,megaMan,action van guy bac van TAG,,,
mbdata,20140123210004,MarcusDrymiau,I wish guy would give standoff,,,
mbdata,20140123210004,sofitees,crazy guy back van go,36.059,24.857,
ccdata,20140123210004,,shoplifting,,,2781 N. Estos St
mbdata,20140123210018,KronosQuoth,you ca n't connect dot look forward connect look backwards POKRally HI,,,
mbdata,20140123210018,KronosQuoth,there two type people tell make difference world POKRally hi,,,
mbdata,20140123210018,Clevvah4Evah,That bad I carpool tunnel pok Rally Grammar,,,
mbdata,20140123210018,KronosQuoth,certain thing catch eye pursue capture heart   KronosStar POKRally,,,
mbdata,20140123210019,megaMan,not smart try run cop car   TAG,,,
mbdata,20140123210043,KronosQuoth,People rarely succeed unless fun   pokrally hi,,,
mbdata,20140123210043,KronosQuoth,how wonderful nobody need wait single moment starting improve world   KronosStar POKRally,,,
mbdata,20140123210043,Clevvah4Evah,how far Paris France pok rally Grammar,,,
mbdata,20140123210043,KronosQuoth,every child artist   the problem remain artist grow   KronosStar POKRally,,,
mbdata,20140123210053,megaMan,he be get go tag,,,
mbdata,20140123210100,starz1134,move van sale blackvan car4sale,,,
mbdata,20140123210100,truccotrucco,oh look like two bad guy fight,36.059,24.856,
mbdata,20140123210100,megaMan,yell from inside van tag,,,
mbdata,20140123210100,panopticon,scream guy back van look like scream fighting partner maybe,,,
mbdata,20140123210100,prettyRain,please let go home,,,
mbdata,20140123210104,sarajane,rt @truccotrucco guy give back van standoff gelatogalore,,,
mbdata,20140123210104,KronosQuoth,I find hard I work luck I seem   POKRally hi,,,
mbdata,20140123210104,KronosQuoth,little mind tame subdue misfortune great mind rise   POKRally HI,,,
mbdata,20140123210125,KronosQuoth,no one make feel inferior without consent   POKRally HI,,,
mbdata,20140123210151,KronosQuoth,you ca nt use creativity   the use   KronosStar POKRally,,,
mbdata,20140123210151,KronosQuoth,you may succeed desire succeed may fail mind fail   POKRally hi,,,
mbdata,20140123210200,dtennent,rt @NewsOnlineToday Abila fire flare top floor collapse abila NewsOnline,,,
mbdata,20140123210200,farmboy,rt @NewsOnlineToday Abila fire flare top floor collapse abila NewsOnline,,,
mbdata,20140123210200,vonneka,RT @starz1134 move van sale blackvan car4sale,,,
mbdata,20140123210215,KronosQuoth,successful entrepreneur giver taker positive energy   POKRally HI,,,
mbdata,20140123210215,KronosQuoth,great mind discuss idea average mind discuss event small mind discuss people   POKRally HI,,,
mbdata,20140123210215,KronosQuoth,I attribute success I never give take excuse   KronosStar POKRally,,,
mbdata,20140123210233,truccotrucco,feel like something terrible going happen shake,36.059,24.856,
mbdata,20140123210233,megaMan,this something go   TAG,,,
mbdata,20140123210245,KronosQuoth,no masterpiece ever create lazy artist POKRally HI,,,
mbdata,20140123210245,KronosQuoth,Fortune side dare   POKRally hi,,,
mbdata,20140123210253,siliconKing,rt @megaMan he be get go tag,,,
mbdata,20140123210300,rnbwBrite,rt @NewsOnlineToday Abila fire flare top floor collapse abila NewsOnline,,,
mbdata,20140123210300,teresaJ,RT @panopticon scream guy back van look like scream fight partner maybe,,,
mbdata,20140123210313,KronosQuoth,it year life count it life year   KronosStar POKRally,,,
mbdata,20140123210313,KronosQuoth,the road success road failure almost exactly   POKRally HI,,,
mbdata,20140123210313,KronosQuoth,you without sin cast first stone   KronosStar POKRally,,,
mbdata,20140123210337,megaMan,peek want see #TAG,,,
mbdata,20140123210337,mamin,what silly place police standoff   GelatoGalore APD,,,
mbdata,20140123210344,KronosQuoth,if ca n't explain simply n't understand well enough   POKRally HI,,,
mbdata,20140123210400,dragonRider1,rt @NewsOnlineToday Abila fire flare top floor collapse abila NewsOnline,,,
mbdata,20140123210404,joyce101,rt @megaMan ACTION van guy bac van TAG,,,
mbdata,20140123210405,redisrad,hey Oso get drink,,,
mbdata,20140123210405,truccotrucco,look like therye still fight van really animate standoff,36.059,24.856,
mbdata,20140123210405,roger_roger,sound like might get,,,
mbdata,20140123210410,KronosQuoth,whenever see successful person see public glory never private sacrifice reach   POKRally HI,,,
mbdata,20140123210410,KronosQuoth,you without sin cast first stone   KronosStar POKRally,,,
mbdata,20140123210439,KronosQuoth,it never late might   KronosStar POKRally,,,
mbdata,20140123210439,KronosQuoth,its place world life go make life want live   KronosStar POKRally,,,
mbdata,20140123210439,KronosQuoth,everything beauty everyone see   KronosStar POKRally,,,
mbdata,20140123210500,dragonRider1,rt @prettyRain please let go home,,,
mbdata,20140123210508,KronosQuoth,I nt fail test I find 100 way wrong   KronosStar POKRally,,,
mbdata,20140123210529,KronosQuoth,do n't afraid give good go great   POKRally HI,,,
mbdata,20140123210529,KronosQuoth,as look ahead next century leader empower other   POKRally HI,,,
mbdata,20140123210529,KronosQuoth,the starting point achievement desire   POKRally HI,,,
mbdata,20140123210529,KronosQuoth,whatever dream begin   boldness genius power magic   KronosStar POKRally,,,
mbdata,20140123210558,KronosQuoth,little mind tame subdue misfortune great mind rise   POKRally HI,,,
mbdata,20140123210558,KronosQuoth,motivation get start habit keep go   POKRally hi,,,
mbdata,20140123210558,KronosQuoth,if wind serve take oar   KronosStar POKRally,,,
mbdata,20140123210605,slamrjamr,rt @truccotrucco look like therye still fight van really animate standoff,,,
mbdata,20140123210626,KronosQuoth,I product circumstance I product decision   KronosStar POKRally,,,
mbdata,20140123210626,Clevvah4Evah,your spelling grammer atrotious pok rally Grammar,,,
mbdata,20140123210626,KronosQuoth,waste want   KronosStar POKRally,,,
mbdata,20140123210626,KronosQuoth,if offer seat rocket ship nt ask seat just get   KronosStar POKRally,,,
mbdata,20140123210652,KronosQuoth,you miss 100 shot nt take   KronosStar POKRally,,,
mbdata,20140123210654,megaMan,one out   TAG,,,
mbdata,20140123210705,sarajane,rt @roger_roger sound like might get,,,
mbdata,20140123210713,whiteprotein,time refill refill med online drugs.kronos/cheappills abila pharmacyripoff,,,
mbdata,20140123210713,KronosQuoth,do n't afraid give good go great   POKRally HI,,,
mbdata,20140123210713,KronosQuoth,too many we live dream live fear   KronosStar POKRally,,,
mbdata,20140123210737,KronosQuoth,trust willing accept risk be safe certain   POKRally hi,,,
mbdata,20140123210737,KronosQuoth,few thing help individual place responsibility let know trust    KronosStar POKRally,,,
mbdata,20140123210737,Clevvah4Evah,April 31 2013 always remember date pok Rally Grammar,,,
mbdata,20140123210803,KronosQuoth,too many we live dream live fear   KronosStar POKRally,,,
mbdata,20140123210803,KronosQuoth,to live creative life must lose fear wrong   POKRally HI,,,
mbdata,20140123210803,KronosQuoth,if ca n't explain simply n't understand well enough   POKRally HI,,,
mbdata,20140123210832,KronosQuoth,the first step toward success take refuse captive environment first find   POKRally HI,,,
mbdata,20140123210832,KronosQuoth,life nt getting give   KronosStar POKRally,,,
mbdata,20140123210832,KronosQuoth,how wonderful nobody need wait single moment starting improve world   KronosStar POKRally,,,
mbdata,20140123210902,KronosQuoth,in experience one motivation desire no reason principle contain stand   POKRally HI,,,
mbdata,20140123210902,KronosQuoth,we must believe gift something thing whatever cost must attain   KronosStar POKRally,,,
mbdata,20140123210902,KronosQuoth,the past ghost future dream all ever   KronosStar POKRally,,,
mbdata,20140123210922,KronosQuoth,everything ever want side fear   KronosStar POKRally,,,
mbdata,20140123210922,KronosQuoth,your time limited nt waste living someone elses life   KronosStar POKRally,,,
mbdata,20140123210947,KronosQuoth,whenever see successful person see public glory never private sacrifice reach   POKRally HI,,,
ccdata,20140123211000,,MISDEMEANOR assault in progress,,,N. Agentes St / N. Parla St
mbdata,20140123211015,meds4realz43,make $ 630-$8062 month online fastjobs.kronos/tricks abila workathome,,,
mbdata,20140123211039,KronosQuoth,real difficulty overcome imaginary one unconquerable   POKRally HI,,,
mbdata,20140123211107,KronosQuoth,little mind tame subdue misfortune great mind rise   POKRally HI,,,
mbdata,20140123211107,KronosQuoth,you measure size accomplishment obstacle overcome reach goal   POKRally hi,,,
mbdata,20140123211128,KronosQuoth,whenever see successful person see public glory never private sacrifice reach   POKRally HI,,,
mbdata,20140123211157,junkman377,I get cheap medication online without prescription meds.kronos/cheapmeds kronos abila,,,
mbdata,20140123211227,KronosQuoth,People often say motivation nt last well neither bathing   that recommend daily   KronosStar POKRally,,,
mbdata,20140123211227,KronosQuoth,knowledge aware wisdom knowing   POKRally hi,,,
mbdata,20140123211227,KronosQuoth,happiness something readymade   it come action   KronosStar POKRally,,,
mbdata,20140123211249,maskedWoman101,I lose bunch weight stuff work look news article diet.kronos/starvenow   abila bestfood,,,
mbdata,20140123211249,KronosQuoth,the distance insanity genius measure success   POKRally HI,,,
mbdata,20140123211249,KronosQuoth,if n't value time neither other stop give away time talents- start charge   POKRally HI,,,
mbdata,20140123211249,meds4realz43,how be credit rating need boost fixit.kronos/creditratings abila badcredit,,,
mbdata,20140123211300,powercrystals,feel trapped?hostage fat lose weight fast weightloss.kronos/phish,,,
mbdata,20140123211300,truccotrucco,someone van,36.059,24.856,
mbdata,20140123211300,megaMan,@ben its the second van guy,,,
mbdata,20140123211315,rockinHW,one top diseases- help we cure diseasefund.kronos/payus abila cancer,,,
mbdata,20140123211333,truccotrucco,it drop gun everybody cheer standoff,36.059,24.856,
mbdata,20140123211333,megaMan,drop the gun and kick it to cop TAG,,,
mbdata,20140123211341,KronosQuoth,if want achieve greatness stop asking permission   POKRally hi,,,
mbdata,20140123211341,KronosQuoth,a truly rich man one whose child run arm hand empty   KronosStar POKRally,,,
mbdata,20140123211341,KronosQuoth,try become person success rather try become person value   POKRally HI,,,
ccdata,20140123211345,,traffic stop,,,3297 N. Parla St
mbdata,20140123211401,truccotrucco,guy van giving standoff,36.059,24.856,
mbdata,20140123211401,megaMan,first VAN GUY out   its over   TAG,,,
mbdata,20140123211402,KronosQuoth,I product circumstance I product decision   KronosStar POKRally,,,
mbdata,20140123211427,KronosQuoth,life nt getting give   KronosStar POKRally,,,
mbdata,20140123211427,KronosQuoth,our great fear failure succeed thing life n't really matter   POKRally HI,,,
mbdata,20140123211447,truccotrucco,everybody stand watching cop take two away standoff,36.059,24.856,
mbdata,20140123211447,megaMan,Police take two van guy wait car tag,,,
mbdata,20140123211457,KronosQuoth,you 've get get every morning determination be going go bed satisfaction   POKRally hi,,,
mbdata,20140123211457,KronosQuoth,life shrink expand proportion ones courage   KronosStar POKRally,,,
mbdata,20140123211500,KronosStar,AFD say fire nearly control KronosStar DancingDolphinFire AFDHeroes,,,
mbdata,20140123211500,HomelandIlluminations,fire official still site report fire control HI,,,
mbdata,20140123211500,AbilaFireDept,Abila Fire Department report fire yet control resident wait return home AFD,,,
mbdata,20140123211500,GreyCatCollectibles,need bed nite can anyone take Timmy,,,
mbdata,20140123211500,redisrad,firerefugees whereareu,,,
mbdata,20140123211500,AbilaAllFaith,cookie counseling available need dancingdolphinfire,,,
mbdata,20140123211500,truccotrucco,hostage free 2 woman think hard tell standoff,36.059,24.856,
mbdata,20140123211500,megaMan,one woman one man   hostage tag,,,
mbdata,20140123211500,panopticon,woman passenger side van hand,,,
mbdata,20140123211500,prettyRain,I think be almost,,,
ccdata,20140123211500,,crime scene investigation request location person vehicle of interest,,,N. Alexandrias St / N. Ithakis St
mbdata,20140123211518,KronosQuoth,People often say motivation n't last well neither bathing be recommend daily   POKRally hi,,,
mbdata,20140123211518,fictionalJoe,one top diseases- help we cure diseasefund.kronos/payus abila cancer,,,
mbdata,20140123211518,KronosQuoth,blessed meek shall inherit earth   KronosStar POKRally,,,
mbdata,20140123211518,KronosQuoth,the battle count nt one gold medal the struggle within KronosStar POKRally,,,
mbdata,20140123211542,KronosQuoth,the difficult thing decision act rest merely tenacity   KronosStar POKRally,,,
mbdata,20140123211542,KronosQuoth,everything ever want side fear   KronosStar POKRally,,,
mbdata,20140123211542,KronosQuoth,winning nt everything wanting win   KronosStar POKRally,,,
mbdata,20140123211542,KronosQuoth,to live creative life must lose fear wrong   POKRally HI,,,
mbdata,20140123211600,siliconKing,RT @HomelandIlluminations Fire official still site report fire control HI,,,
mbdata,20140123211606,Clevvah4Evah,what be diff would would 've pok Rally Grammar,,,
mbdata,20140123211606,KronosQuoth,strive success rather value   KronosStar POKRally,,,
mbdata,20140123211627,junkieduck113,r famous haha   badprofiles.kronos/tacky    abila picture,,,
mbdata,20140123211627,KronosQuoth,two road diverge wood I � I take one less travel and make difference   KronosStar POKRally,,,
mbdata,20140123211627,Clevvah4Evah,what be diff would would 've pok Rally Grammar,,,
mbdata,20140123211627,KronosQuoth,to successful must accept challenge come way you ca n't accept one like   pokrally hi,,,
mbdata,20140123211652,KronosQuoth,the road success road failure almost exactly   POKRally HI,,,
mbdata,20140123211652,KronosQuoth,it matter slowly go long stop   KronosStar POKRally,,,
mbdata,20140123211652,KronosQuoth,you measure size accomplishment obstacle overcome reach goal   POKRally hi,,,
mbdata,20140123211700,wireHead1122,rt @truccotrucco someone van,,,
mbdata,20140123211700,dtennent,rt @megaMan @ben its the second van guy,,,
mbdata,20140123211700,lordWally,rt @AbilaAllFaith cookie counseling available need dancingdolphinfire,,,
mbdata,20140123211701,lindyT,rt @truccotrucco guy van give standoff,,,
mbdata,20140123211711,supplementsRule,can u believ arrest Relationships arrest tv,,,
mbdata,20140123211711,truccotrucco,everybody be safe cop got bad guy hostage safe standoff,36.059,24.856,
mbdata,20140123211711,brontes_riff,oh yeah sure give yeah right,,,
mbdata,20140123211711,megaMan,hey nice win police two bad guy catch two hostage save TAG,,,
mbdata,20140123211711,AbilaPost,stand end peacefully?at gelato galore APD arrest 2 suspect least 2 hostage rescue safe AbilaPost,,,
mbdata,20140123211711,sofitees,think give 2 people hand get van guy girl,36.059,24.857,
ccdata,20140123211711,,subject stop,,,Egeou St / Parla St
mbdata,20140123211714,KronosQuoth,the whole secret successful life find one 's destiny   POKRally HI,,,
mbdata,20140123211741,KronosQuoth,you 've get get every morning determination be going go bed satisfaction   POKRally hi,,,
mbdata,20140123211741,KronosQuoth,an unexamined life worth live   KronosStar POKRally,,,
mbdata,20140123211741,KronosQuoth,all progress take place outside comfort zone   POKRally HI,,,
mbdata,20140123211741,Clevvah4Evah,stop make mute point pok rally Grammar,,,
mbdata,20140123211800,wiseWords,RT @HomelandIlluminations Fire official still site report fire control HI,,,
mbdata,20140123211803,KronosQuoth,whenever see successful person see public glory never private sacrifice reach   POKRally HI,,,
mbdata,20140123211814,brontes_riff,look like mind control work if I start talk great government 'll know get,,,
mbdata,20140123211814,megaMan,thank support follower time exit tag,,,
mbdata,20140123211814,CentralBulletin,stand end peacefully 2 arrest 2 hostage save Abila CentralBulletin,,,
mbdata,20140123211826,KronosQuoth,too many we live dream live fear   KronosStar POKRally,,,
mbdata,20140123211847,courage4life,rt @megaMan Police take two van guy waiting car TAG,,,
mbdata,20140123211855,KronosQuoth,if want make permanent change stop focus size problem start focus size   POKRally HI,,,
mbdata,20140123211855,KronosQuoth,eighty percent success show   KronosStar POKRally,,,
mbdata,20140123211855,Clevvah4Evah,do n't disinterested movie pok Rally Grammar,,,
mbdata,20140123211903,truccotrucco,therye let we goo finallly still shake standoff,36.059,24.856,
mbdata,20140123211903,FriendsOfKronos,two hostage save two terrorist arrest,,,
mbdata,20140123211903,panopticon,finally give standoffover APD,,,
ccdata,20140123211903,,check on HAZARD,,,Exadakitiou Way / Rist Way
mbdata,20140123211925,Clevvah4Evah,your spelling grammer atrotious pok rally Grammar,,,
mbdata,20140123211925,KronosQuoth,your time limited nt waste living someone elses life   KronosStar POKRally,,,
mbdata,20140123211925,KronosQuoth,when everything seem go remember airplane take wind   KronosStar POKRally,,,
mbdata,20140123211925,KronosQuoth,evolution inspire incredible phenomenon POKRally HI,,,
mbdata,20140123211945,KronosQuoth,you may disappoint fail doom nt try   KronosStar POKRally,,,
mbdata,20140123211945,KronosQuoth,if willing risk usual settle ordinary   POKRally HI,,,
mbdata,20140123211945,KronosQuoth,every strike bring close next home run   KronosStar POKRally,,,
mbdata,20140123211945,KronosQuoth,the one crazy enough think change world one   POKRally hi,,,
mbdata,20140123212008,hotdrugs225,discount drug prescription require   cheapdrugs.kronos/meds meds abila,,,
mbdata,20140123212011,joyce101,RT @brontes_riff oh yeah sure give yeah right,,,
mbdata,20140123212011,brain448,RT @AbilaPost stand end peacefully?at gelato galore APD arrest 2 suspect least 2 hostage rescue safe AbilaPost,,,
mbdata,20140123212035,KronosQuoth,real difficulty overcome imaginary one unconquerable   POKRally HI,,,
mbdata,20140123212035,KronosQuoth,you never cross ocean courage lose sight shore   KronosStar POKRally,,,
mbdata,20140123212035,KronosQuoth,you must expect great thing   pokrally hi,,,
mbdata,20140123212035,KronosQuoth,to successful must accept challenge come way you ca n't accept one like   pokrally hi,,,
mbdata,20140123212050,cleaningFish,hostage job?make $ 500 week click money.kronos/sellstuff,,,
mbdata,20140123212050,truccotrucco,tahnks APD standoff APDheroes,36.059,24.856,
mbdata,20140123212050,AbilaPost,one male one female surrender APD two female hostage rescue AbilaPost,,,
mbdata,20140123212050,MarcusDrymiau,someone finally surrender standoff,,,
mbdata,20140123212050,prettyRain,be,,,
mbdata,20140123212050,roger_roger,almost,,,
ccdata,20140123212050,,PROWLER,,,N. Limnou St / N. Alm St
mbdata,20140123212058,KronosQuoth,life measure number breath take moment take breath away   KronosStar POKRally,,,
mbdata,20140123212058,KronosQuoth,waste want   KronosStar POKRally,,,
mbdata,20140123212058,KronosQuoth,only put tomorrow willing die leave undo   POKRally HI,,,
mbdata,20140123212058,KronosQuoth,intuition influence observation pokrally hi,,,
mbdata,20140123212103,brain448,rt @panopticon finally give standoffover APD,,,
mbdata,20140123212111,dtennent,RT @AbilaPost stand end peacefully?at gelato galore APD arrest 2 suspect least 2 hostage rescue safe AbilaPost,,,
mbdata,20140123212111,truccotrucco,ca nt belive peaceful ending shootout stillshake,36.059,24.856,
mbdata,20140123212111,FriendsOfKronos,one male one female terrorist surrender pok,,,
mbdata,20140123212111,AbilaPost,great work APD negotiate peaceful end tense standoff AbilaPost,,,
mbdata,20140123212111,CentralBulletin,one male one female surrender 2 female hostage save Abila CentralBulletin,,,
mbdata,20140123212111,AbilaPoliceDepartment,the hostage situation resolve name hostage release family notify APD,,,
mbdata,20140123212111,panopticon,man woman surrende police two people leave van think hostage,,,
mbdata,20140123212111,prettyRain,omgopmgomgthank thank thank,,,
ccdata,20140123212111,,drunk subject,,,2299 N. Finiatur St
mbdata,20140123212114,plasticParts,rt @megaMan thank support follower time exit TAG,,,
mbdata,20140123212121,KronosQuoth,successful entrepreneur giver taker positive energy   POKRally HI,,,
mbdata,20140123212121,KronosQuoth,do one thing every day scare   POKRally hi,,,
mbdata,20140123212121,KronosQuoth,you may disappoint fail doom nt try   KronosStar POKRally,,,
mbdata,20140123212121,KronosQuoth,every strike bring close next home run   KronosStar POKRally,,,
mbdata,20140123212139,FriendsOfKronos,great work APD negotiate terrorist bullet swift justice pok,,,
mbdata,20140123212148,KronosQuoth,we easily forgive child afraid dark real tragedy life man afraid light   KronosStar POKRally,,,
mbdata,20140123212150,slamrjamr,rt @MarcusDrymiau someone finally surrender standoff,,,
mbdata,20140123212200,AbilaPost,fire @dancingdolphin appear control AFD apd?are still site AbilaPost,,,
mbdata,20140123212200,HomelandIlluminations,official report fire control   no word yet nearby resident return home hi,,,
mbdata,20140123212200,GreyCatCollectibles,mom ca nt take we allergictofurballs,,,
