"TLID,N,10,0","FEDIRP,C,2","FENAME,C,16","FETYPE,C,5","FEDIRS,C,2","FRADDL,N,5,0","TOADDL,N,5,0","FRADDR,N,5,0","TOADDR,N,5,0"
184644916,N,Agentes,St,,3700,3798,3701,3799
184644917,N,Estos,St,,1100,1198,1101,1199
184644918,N,Utmana,St,,1400,1498,1401,1499
184644919,N,Alamanas,St,,3600,3698,3601,3699
184644920,N,Utmana,St,,1300,1398,1301,1399
184644921,N,Agisilaou,St,,3600,3698,3601,3699
184644922,N,Utmana,St,,1200,1298,1201,1299
184644923,N,Agiasou,St,,3600,3698,3601,3699
184644924,N,Utmana,St,,1100,1198,1101,1199
184644925,N,Agentes,St,,3600,3698,3601,3699
184644926,N,Estos,St,,1000,1098,1001,1099
184644927,N,Achilleos,St,,3700,3798,3701,3799
184644928,N,Estos,St,,900,998,901,999
184644929,N,Acera,St,,3700,3798,3701,3799
184644930,N,Ermou,St,,3800,3814,3751,3799
184644931,N,Estos,St,,800,898,801,899
184644932,N,Utmana,St,,1000,1098,1001,1099
184644933,N,Achilleos,St,,3600,3698,3601,3699
184644934,N,Utmana,St,,900,998,901,999
184644936,N,Ermou,St,,3712,3798,3701,3749
184644937,N,Ermou,St,,3700,3710,3651,3699
184644938,N,Utmana,St,,822,898,821,899
184644939,N,Taxiarchon,Ave,,3600,3798,3601,3799
184644940,N,Berlau,St,,3500,3598,3501,3599
184644941,N,Taxiarchon,Ave,,3500,3598,3501,3599
184644942,N,Profitou Ilia,Ave,,3600,3648,3601,3649
184644943,N,Profitou Ilia,Ave,,3500,3598,3501,3599
184644944,N,Bilar,St,,3400,3448,3401,3449
184644945,N,Taxiarchon,Ave,,3400,3498,3401,3499
184644946,N,Barwyn,St,,3500,3598,3501,3599
184644947,N,Taxiarchon,Ave,,3300,3398,3307,3399
184644949,N,Barwyn,St,,3400,3498,3403,3499
184644950,N,Profitou Ilia,Ave,,3400,3498,3401,3499
184644951,N,Profitou Ilia,Ave,,3316,3398,3301,3399
184644952,N,Barabla,St,,3400,3498,3401,3499
184644953,N,Utanfor,St,,3600,3698,3601,3699
184644954,N,Berlau,St,,3400,3498,3401,3499
184644955,N,Berlau,St,,3300,3398,3301,3399
184644956,N,Utanfor,St,,3500,3598,3501,3599
184644957,N,Mattadou,St,,3500,3548,3501,3549
184644961,N,Barwyn,St,,3300,3398,3301,3401
184644963,N,Mattadou,St,,3550,3598,3551,3599
184644967,N,Taxiarchon,Ave,,3000,3018,3001,3015
184644968,N,Aveny,St,,3600,3698,3601,3699
184644970,N,Taxiarchon,Ave,,2900,2998,2901,2999
184644971,N,Profitou Ilia,Ave,,3000,3098,3001,3099
184644972,N,Profitou Ilia,Ave,,2900,2998,2901,2999
184644973,N,Aveny,St,,3400,3498,3401,3499
184644974,N,Taxiarchon,Ave,,2800,2898,2817,2899
184644976,N,Taxiarchon,Ave,,2700,2798,2717,2799
184644978,N,Taxiarchon,Ave,,2600,2698,2623,2699
184644979,N,Arkadiou,St,,3600,3698,3601,3699
184644981,N,Taxiarchon,Ave,,2500,2598,2501,2599
184644982,N,Profitou Ilia,Ave,,2800,2898,2801,2899
184644983,N,Asiant,St,,3400,3498,3401,3499
184644984,N,Profitou Ilia,Ave,,2700,2798,2701,2799
184644985,N,Profitou Ilia,Ave,,2600,2698,2601,2699
184644986,N,Arkadou,St,,3400,3498,3401,3499
184644987,N,Profitou Ilia,Ave,,2500,2598,2501,2599
184644988,N,Averof,St,,3400,3498,3401,3499
184644989,N,Utanfor,St,,3000,3108,3001,3099
184644990,N,Averof,St,,3300,3398,3301,3399
184644991,N,Utanfor,St,,2900,2998,2901,2999
184644993,N,Avionos,St,,3200,3298,3201,3299
184644994,N,Mattadou,St,,3000,3098,3001,3099
184644995,N,Averof,St,,3200,3298,3201,3299
184644996,N,Aveny,St,,3300,3398,3301,3399
184644997,N,Mattadou,St,,2900,2998,2901,2999
184644998,N,Aveny,St,,3200,3298,3201,3299
184644999,N,Utanfor,St,,2800,2898,2801,2899
184645000,N,Asiant,St,,3300,3398,3301,3399
184645001,N,Artakis,St,,3400,3498,3401,3499
184645002,N,Utanfor,St,,2700,2798,2701,2799
184645003,N,Artakis,St,,3300,3398,3301,3399
184645004,N,Utanfor,St,,2600,2698,2603,2699
184645005,N,Arkadou,St,,3300,3398,3301,3399
184645006,N,Arkadiou,St,,3400,3498,3401,3499
184645007,N,Arkadiou,St,,3300,3398,3301,3399
184645008,N,Utanfor,St,,2500,2598,2501,2599
184645009,N,Mattadou,St,,2800,2898,2801,2899
184645010,N,Asiant,St,,3200,3298,3201,3299
184645011,N,Mattadou,St,,2700,2798,2701,2799
184645012,N,Mattadou,St,,2600,2698,2601,2699
184645013,N,Arkadou,St,,3200,3298,3201,3299
184645014,N,Mattadou,St,,2500,2598,2501,2599
184645021,,Exadakitiou,Way,,,,,
184645023,N,Bairn,St,,3200,3298,3201,3299
184645024,N,Bairn,St,,3100,3198,3101,3199
184645025,N,Evzonon,St,,3200,3304,3201,3299
184645027,N,Gounaraki,St,,3300,3398,3301,3399
184645028,N,Bairn,St,,2900,3098,3001,3099
184645029,N,Gounaraki,St,,3200,3298,3201,3299
184645033,N,Lumen,St,,3300,3398,3301,3399
184645036,N,Evzonon,St,,3100,3198,3101,3199
184645037,N,Avionos,St,,3100,3198,3101,3199
184645038,N,Evzonon,St,,3000,3098,3001,3099
184645039,N,Aveny,St,,3100,3198,3101,3199
184645040,N,Evzonon,St,,2900,2998,2901,2999
184645041,N,Gounaraki,St,,3100,3198,3101,3199
184645043,N,Averof,St,,3100,3198,3101,3199
184645044,N,Gounaraki,St,,3000,3098,3001,3099
184645045,N,Averof,St,,3000,3098,3001,3099
184645046,N,Gounaraki,St,,2900,2998,2901,2999
184645047,N,Aveny,St,,3000,3098,3001,3099
184645048,N,Evzonon,St,,2800,2898,2801,2899
184645049,N,Asiant,St,,3100,3198,3101,3199
184645050,N,Artakis,St,,3200,3298,3201,3299
184645051,N,Evzonon,St,,2700,2798,2701,2799
184645052,N,Artakis,St,,3100,3198,3101,3199
184645053,N,Evzonon,St,,2600,2698,2601,2699
184645054,N,Arkadiou,St,,3200,3298,3201,3299
184645055,N,Arkadiou,St,,3100,3198,3101,3199
184645056,N,Evzonon,St,,2500,2598,2501,2599
184645057,N,Gounaraki,St,,2800,2898,2801,2899
184645058,N,Asiant,St,,3000,3098,3001,3099
184645059,N,Gounaraki,St,,2700,2798,2701,2799
184645060,N,Artakis,St,,3000,3098,3001,3099
184645061,N,Arkadou,St,,3100,3198,3101,3199
184645062,N,Gounaraki,St,,2600,2698,2601,2699
184645063,N,Arkadou,St,,3000,3098,3001,3099
184645064,N,Arkadiou,St,,3000,3098,3001,3099
184645065,N,Gounaraki,St,,2500,2598,2501,2599
184645066,N,Lumen,St,,3100,3148,3101,3149
184645068,N,Averof,St,,2900,2998,2901,2999
184645069,N,Aveny,St,,2800,2898,,
184645070,N,Lumen,St,,2900,2998,2901,2999
184645071,N,Pluma,St,,3000,3116,3001,3199
184645072,N,Averof,St,,2700,2898,2701,2899
184645073,N,Pluma,St,,2900,2998,2901,2999
184645074,N,Lumen,St,,2800,2898,2801,2899
184645075,N,Asiant,St,,2900,2998,2901,2999
184645076,N,Lumen,St,,2700,2798,2701,2799
184645077,N,Artakis,St,,2300,2998,2301,2999
184645078,N,Lumen,St,,2600,2698,2601,2699
184645079,N,Lumen,St,,2500,2598,2501,2599
184645080,N,Asiant,St,,2700,2898,2701,2899
184645081,N,Arkadou,St,,2314,2998,2301,2999
184645084,N,Taxiarchon,Ave,,2400,2498,2421,2499
184645086,N,Antoniadou,St,,3600,3698,3601,3699
184645087,N,Taxiarchon,Ave,,2200,2398,2223,2399
184645089,N,Anntigonou,St,,3600,3698,3601,3699
184645091,N,Taxiarchon,Ave,,2100,2198,2101,2199
184645092,N,Profitou Ilia,Ave,,2400,2498,2401,2499
184645093,N,Profitou Ilia,Ave,,2200,2398,2201,2399
184645094,N,Antoniadou,St,,3400,3498,3401,3499
184645095,N,Profitou Ilia,Ave,,2100,2198,2101,2199
184645096,N,Anntigonou,St,,3400,3498,3401,3499
184645098,N,Profitou Ilia,Ave,,1900,2098,1901,2099
184645099,N,Androutsou,St,,3400,3498,3401,3499
184645100,N,Taxiarchon,Ave,,1900,2098,1921,2099
184645101,N,Taxiarchon,Ave,,1800,1898,1821,1899
184645103,N,Taxiarchon,Ave,,1600,1798,1681,1799
184645105,N,Taxiarchon,Ave,,1522,1598,1565,1679
184645106,N,Profitou Ilia,Ave,,1800,1898,1801,1899
184645107,N,Amfitris,St,,3400,3498,3401,3499
184645108,N,Alm,St,,3400,3498,3401,3499
184645109,N,Arbete,St,,3400,3498,3401,3499
184645110,N,Utanfor,St,,2400,2498,2401,2499
184645111,N,Arbete,St,,3300,3398,3301,3399
184645112,N,Utanfor,St,,2200,2398,2201,2399
184645113,N,Antoniadou,St,,3300,3398,3301,3399
184645114,N,Utanfor,St,,2100,2198,2101,2199
184645115,N,Anntigonou,St,,3300,3398,3301,3399
184645116,N,Androutsou,St,,3300,3398,3301,3399
184645117,N,Utanfor,St,,1900,2098,1901,2099
184645118,N,Mattadou,St,,2400,2498,2401,2499
184645119,N,Mattadou,St,,2200,2398,2201,2399
184645120,N,Antoniadou,St,,3200,3298,3201,3299
184645121,N,Mattadou,St,,2100,2198,2101,2199
184645122,N,Anntigonou,St,,3200,3298,3201,3299
184645123,N,Mattadou,St,,2000,2098,2001,2099
184645124,N,Utanfor,St,,1800,1898,1801,1899
184645125,N,Amfitris,St,,3300,3398,3301,3399
184645126,N,Alm,St,,3300,3398,3301,3399
184645127,N,Mattadou,St,,1844,1898,1901,1945
184645128,N,Mattadou,St,,1900,1998,1947,1999
184645129,N,Amisou,St,,3200,3298,3201,3299
184645130,N,Mattadou,St,,1800,1842,1801,1899
184645131,N,Amfitris,St,,3200,3298,3201,3299
184645132,N,Mattadou,St,,1290,1798,1701,1799
184645133,N,Mattadou,St,,1278,1288,1601,1699
184645134,N,Alfiou,St,,3200,3298,3201,3299
184645135,N,Mattadou,St,,1256,1276,1501,1599
184645137,N,Taxiarchon,Ave,,1400,1498,1449,1563
184645138,N,Taxiarchon,Ave,,1300,1398,1333,1447
184645139,N,Taxiarchon,Ave,,1200,1298,1217,1331
184645140,N,Taxiarchon,Ave,,1100,1198,1101,1215
184645141,N,Taxiarchon,Ave,,1000,1098,1001,1099
184645142,,,,,,,,
184645144,N,Ermou,St,,3649,3601,3698,3600
184645145,N,Ermou,St,,3599,3501,3598,3518
184645146,N,Taxiarchon,Ave,,800,898,801,809
184645147,N,Profitou Ilia,Ave,,800,898,801,899
184645148,N,Ermou,St,,3400,3448,3401,3449
184645149,N,Mattadou,St,,1234,1254,1401,1499
184645150,N,Alamanas,St,,3200,3298,3201,3299
184645151,N,Mattadou,St,,1216,1232,1301,1399
184645153,N,Mattadou,St,,1100,1214,1101,1299
184645154,N,Agiasou,St,,3200,3298,3201,3299
184645155,N,Agentes,St,,3200,3298,3201,3299
184645161,N,Ermou,St,,3314,3398,3301,3399
184645162,N,Utanfor,St,,800,898,801,899
184645163,N,Mattadou,St,,1000,1098,1001,1099
184645164,N,Achilleos,St,,3200,3298,3201,3299
184645165,N,Mattadou,St,,900,998,901,999
184645166,N,Acera,St,,3200,3298,3201,3299
184645167,N,Ermou,St,,3300,3312,3251,3299
184645168,N,Mattadou,St,,800,898,801,899
184645169,N,Arbete,St,,3200,3298,3201,3299
184645170,N,Evzonon,St,,2400,2498,2401,2499
184645171,N,Arbete,St,,3100,3198,3101,3199
184645172,N,Evzonon,St,,2250,2398,2201,2399
184645173,N,Antoniadou,St,,3100,3198,3101,3199
184645174,N,Evzonon,St,,2100,2248,2101,2199
184645175,N,Anntigonou,St,,3100,3198,3101,3199
184645176,N,Androutsou,St,,3200,3298,3201,3299
184645177,N,Androutsou,St,,3100,3198,3101,3199
184645178,N,Evzonon,St,,2000,2098,2001,2099
184645179,N,Gounaraki,St,,2400,2498,2401,2499
184645180,N,Arbete,St,,3000,3098,3001,3099
184645181,N,Gounaraki,St,,2200,2398,2201,2399
184645182,N,Antoniadou,St,,3000,3098,3001,3099
184645183,N,Gounaraki,St,,2100,2198,2101,2199
184645184,N,Anntigonou,St,,3000,3098,3001,3099
184645185,N,Gounaraki,St,,2000,2098,2001,2099
184645186,N,Evzonon,St,,1900,1998,1901,1999
184645187,N,Amisou,St,,3100,3198,3101,3199
184645188,N,Evzonon,St,,1700,1898,1701,1899
184645189,N,Evzonon,St,,1600,1698,1601,1699
184645190,N,Alexandrias,St,,3100,3198,3101,3199
184645191,N,Evzonon,St,,1500,1598,1501,1599
184645192,N,Gounaraki,St,,1900,1998,1901,1999
184645193,N,Amisou,St,,3000,3098,3001,3099
184645194,N,Amfitris,St,,3100,3198,3101,3199
184645195,N,Gounaraki,St,,1700,1898,1701,1899
184645196,N,Amfitris,St,,3000,3098,3001,3099
184645197,N,Alfiou,St,,3100,3198,3101,3199
184645198,N,Gounaraki,St,,1600,1698,1601,1699
184645199,N,Alfiou,St,,3000,3098,3001,3099
184645200,N,Alexandrias,St,,3000,3098,2901,3099
184645201,N,Gounaraki,St,,1500,1598,1501,1599
184645202,N,Lumen,St,,2400,2498,2401,2499
184645203,N,Lumen,St,,2200,2398,2201,2399
184645204,N,Antoniadou,St,,2900,2998,2901,2999
184645205,N,Lumen,St,,2100,2198,2101,2199
184645206,N,Anntigonou,St,,2900,2998,2901,2999
184645207,N,Androutsou,St,,3000,3098,3001,3099
184645208,N,Androutsou,St,,2900,2998,2901,2999
184645209,N,Lumen,St,,2000,2098,2001,2099
184645210,N,Arbete,St,,2900,2998,2901,2999
184645211,,Redestou,St,,2427,2499,2426,2498
184645212,N,Redestou,St,,2,98,1,99
184645213,,Redestou,St,,2401,2425,2,2424
184645214,N,Antoniadou,St,,2700,2898,2715,2899
184645216,N,Pluma,St,,2200,2298,2201,2299
184645217,N,Zefirou,Ave,,2800,2898,2801,2899
184645218,N,Fewnol,St,,2300,2428,2301,2449
184645219,N,Pluma,St,,2100,2198,2101,2199
184645220,N,Androutsou,St,,2800,2898,2801,2899
184645221,N,Pluma,St,,2000,2098,2001,2099
184645222,N,Fewnol,St,,2100,2298,2101,2299
184645223,N,Zefirou,Ave,,2600,2702,2601,2707
184645224,N,Fewnol,St,,1900,2098,1901,2099
184645225,N,Androutsou,St,,2700,2798,2701,2799
184645226,N,Lumen,St,,1900,1998,1901,1999
184645227,N,Amisou,St,,2900,2998,2901,2999
184645230,N,Lumen,St,,1500,1598,1501,1599
184645231,N,Pluma,St,,1500,1598,,
184645232,N,Pluma,St,,1900,1998,,
184645233,N,Amfitris,St,,2900,2998,2901,2999
184645234,N,Amfitris,St,,2800,2898,2801,2899
184645236,N,Amfitris,St,,2700,2798,2701,2799
184645237,N,Pluma,St,,1700,1704,,
184645238,N,Pluma,St,,1600,1698,,
184645239,N,Alfiou,St,,2800,2898,2801,2899
184645240,N,Fewnol,St,,1500,1698,1501,1699
184645241,N,Alfiou,St,,2700,2798,2701,2799
184645242,N,Evzonon,St,,1400,1498,1401,1499
184645243,N,Alamanas,St,,3100,3198,3101,3199
184645244,N,Evzonon,St,,1300,1398,1301,1399
184645245,N,Agisilaou,St,,3100,3298,3101,3299
184645246,N,Evzonon,St,,1200,1298,1201,1299
184645247,N,Agiasou,St,,3100,3198,3101,3199
184645248,N,Agentes,St,,3100,3198,3101,3199
184645249,N,Evzonon,St,,1100,1198,951,1199
184645250,N,Gounaraki,St,,1400,1498,1401,1499
184645251,N,Alamanas,St,,3000,3098,3001,3099
184645252,N,Gounaraki,St,,1300,1398,1301,1399
184645253,N,Agisilaou,St,,3000,3098,3003,3099
184645254,N,Gounaraki,St,,1200,1298,1201,1299
184645255,N,Agiasou,St,,3000,3098,3003,3099
184645256,N,Gounaraki,St,,1100,1198,1101,1199
184645257,N,Agentes,St,,3000,3098,3001,3099
184645258,N,Evzonon,St,,900,932,901,929
184645259,N,Achilleos,St,,3100,3198,3101,3199
184645260,N,Ermou,St,,3200,3298,3201,3249
184645261,N,Ermou,St,,3100,3198,3101,3199
184645262,N,Evzonon,St,,800,898,801,899
184645263,N,Gounaraki,St,,1000,1098,1001,1099
184645264,N,Achilleos,St,,3000,3098,3001,3099
184645265,N,Gounaraki,St,,900,998,901,999
184645266,N,Acera,St,,3000,3098,3001,3099
184645267,N,Ermou,St,,3000,3098,3001,3099
184645268,N,Gounaraki,St,,800,898,801,899
184645269,N,Lumen,St,,1400,1498,1401,1499
184645270,N,Alamanas,St,,2900,2998,2901,2999
184645271,N,Lumen,St,,1300,1398,1301,1399
184645272,N,Agisilaou,St,,2900,2998,2901,2999
184645273,N,Lumen,St,,1200,1298,1201,1299
184645274,N,Agiasou,St,,2900,2998,2901,3001
184645275,N,Lumen,St,,1100,1198,1101,1199
184645276,N,Agentes,St,,2900,2998,2901,2999
184645277,N,Alamanas,St,,2800,2898,2801,2899
184645278,N,Pluma,St,,1400,1498,1401,1499
184645279,N,Fewnol,St,,1400,1498,1401,1499
184645280,N,Pluma,St,,,,,
184645281,N,Pluma,St,,1300,1398,1301,1399
184645282,N,Agisilaou,St,,2800,2898,2801,2899
184645283,N,Pluma,St,,1212,1298,1211,1299
184645284,N,Fewnol,St,,1200,1398,1201,1399
184645285,N,Agisilaou,St,,2700,2798,2701,2799
184645286,N,Agentes,St,,2800,2898,2803,2899
184645287,N,Pluma,St,,1200,1210,1201,1209
184645288,N,Fewnol,St,,1100,1198,1101,1199
184645289,N,Agentes,St,,2700,2798,2701,2801
184645290,N,Achilleos,St,,2900,2998,2901,2999
184645291,N,Lumen,St,,1000,1098,1001,1099
184645292,N,Pluma,St,,1000,1098,1001,1099
184645293,N,Lumen,St,,900,998,901,999
184645294,N,Acera,St,,2900,2998,2901,2999
184645295,N,Ermou,St,,2900,2998,2951,2999
184645296,N,Lumen,St,,800,898,801,899
184645297,N,Acera,St,,2800,2898,2801,2899
184645298,N,Pluma,St,,900,958,901,959
184645299,N,Ermou,St,,,,2901,2949
184645300,N,Pluma,St,,822,898,801,899
184645301,N,Pluma,St,,1100,1198,1101,1199
184645302,N,Achilleos,St,,2800,2898,2801,2899
184645303,N,Fewnol,St,,1000,1098,1001,1099
184645304,N,Achilleos,St,,2700,2798,2701,2799
184645305,N,Pluma,St,,960,998,961,999
184645306,N,Fewnol,St,,800,998,801,999
184645307,N,Acera,St,,2700,2798,2701,2799
184645308,,,,,,,,
184645309,,,,,,,,
184645310,,,,,,,,
184645311,S,Wenna,St,,1014,1000,1013,1001
184645312,S,Acera,St,,6300,6398,6301,6499
184645313,S,Wenna,St,,1024,1016,1023,1015
184645315,,,,,,,,
184645316,,,,,,,,
184645317,N,Pilau,St,,600,852,601,853
184645318,,Egeou,Ave,,5800,5898,5801,5899
184645319,S,Pilau,St,,601,999,600,932
184645321,,Egeou,Ave,,5700,5798,5587,5799
184645322,S,Acera,St,,5800,5898,5801,5899
184645323,S,Pilau,St,,1001,1199,934,1198
184645324,,Skaldis,,,,,,
184645325,S,Zagoriou,St,,1101,1199,1000,1198
184645326,,,,,,,,
184645327,,Egeou,Ave,,5500,5598,5553,5567
184645328,S,Yonille,St,,748,600,699,601
184645329,S,Scarkeme,St,,798,600,799,601
184645330,,Egeou,Ave,,5100,5498,5101,5551
184645332,S,Els,St,,,,,
184645333,,,,,,,,
184645336,N,Gerantoni,St,,3200,3298,3201,3299
184645339,S,Scarkeme,St,,812,800,,
184645340,S,Scarkeme,St,,898,814,811,801
184645342,S,Scarkeme,St,,906,900,899,813
184645343,S,Scarkeme,St,,901,999,908,998
184645344,S,Ermou,St,,5400,5498,5401,5499
184645347,S,Acera,St,,5517,5501,5510,5500
184645348,S,Yonille,St,,998,908,1099,1001
184645349,S,Scarkeme,St,,1001,1099,1000,1098
184645350,S,Acera,St,,5400,5498,5401,5499
184645360,,Skaldis,,,1191,1175,1190,1176
184645363,S,Achilleos,St,,5400,5498,5401,5499
184645365,S,Finiatur,St,,901,999,900,998
184645366,S,Ermou,St,,5200,5398,5201,5399
184645367,S,Els,St,,5499,5401,5498,5296
184645369,S,Els,St,,,,5198,5100
184645370,S,Acera,St,,5200,5398,5201,5399
184645371,S,Finiatur,St,,1001,1099,1000,1098
184645372,N,Parla,St,,700,844,701,799
184645373,N,Els,St,,5000,5098,5001,5099
184645374,N,Parla,St,,600,698,601,699
184645375,N,Eleftherias,St,,5000,5098,5001,5099
184645376,S,Parla,St,,698,600,699,601
184645377,,Egeou,Ave,,5000,5098,4855,5099
184645378,S,Parla,St,,798,700,805,701
184645381,S,Tolleniau,St,,901,999,900,998
184645382,S,Ermou,St,,5100,5198,5101,5199
184645383,S,Acera,St,,5100,5198,5101,5199
184645384,S,Tolleniau,St,,1001,1099,1000,1098
184645385,S,Parla,St,,807,899,800,898
184645386,S,Parla,St,,901,999,900,998
184645387,S,Parla,St,,1001,1099,1000,1098
184645389,S,Achilleos,St,,5200,5398,5201,5399
184645390,S,Tolleniau,St,,1101,1199,1100,1198
184645392,S,Parla,St,,1101,1199,1100,1198
184645393,S,Agentes,St,,,,5101,5399
184645394,S,Agentes,St,,5000,5198,5001,5099
184645397,N,Limnou,St,,700,798,701,799
184645398,N,Els,St,,4800,4998,4801,4999
184645399,N,Limnou,St,,600,698,601,699
184645400,N,Eleftherias,St,,4800,4998,4801,4999
184645401,S,Limnou,St,,601,699,600,698
184645402,,Egeou,Ave,,4800,4998,4801,4853
184645403,S,Eleftherias,St,,4552,4798,,
184645404,S,Limnou,St,,701,1271,700,1270
184645405,N,Omirou,St,,700,798,701,799
184645406,N,Els,St,,4600,4798,4601,4799
184645407,N,Omirou,St,,600,698,601,699
184645408,N,Eleftherias,St,,4600,4798,4601,4799
184645410,,Egeou,Ave,,4600,4798,4601,4799
184645412,S,Eleftherias,St,,4500,4550,4501,4799
184645414,S,Omirou,St,,910,700,899,801
184645416,S,Ermou,St,,4500,4798,4501,4799
184645417,S,Acera,St,,4500,4798,4501,4799
184645418,S,Omirou,St,,1001,1099,912,914
184645419,N,Hacia,St,,700,798,701,799
184645420,N,Els,St,,4400,4428,4403,4499
184645421,N,Hacia,St,,600,698,601,699
184645422,,Egeou,Ave,,4500,4598,4501,4599
184645423,N,Eleftherias,St,,4500,4598,4501,4599
184645424,N,Thessalias,St,,600,698,601,699
184645425,N,Eleftherias,St,,4400,4498,4401,4499
184645426,S,Thessalias,St,,601,699,600,698
184645427,,Egeou,Ave,,4400,4498,4401,4499
184645428,S,Thessalias,St,,701,799,700,798
184645429,S,Eleftherias,St,,4400,4498,4401,4499
184645430,S,Els,St,,4500,4798,4501,4799
184645431,S,Thessalias,St,,801,899,800,898
184645432,S,Els,St,,4400,4498,4401,4499
184645433,S,Thessalias,St,,901,999,900,998
184645434,S,Ermou,St,,4400,4498,4401,4499
184645435,S,Thessalias,St,,1001,1099,1000,1098
184645436,S,Acera,St,,4400,4498,4401,4499
184645440,S,Omirou,St,,1101,1199,916,1198
184645441,S,Achilleos,St,,4500,4798,4501,4799
184645443,S,Thessalias,St,,1101,1199,1100,1198
184645444,S,Achilleos,St,,4400,4498,4401,4499
184645446,N,Spetson,St,,700,798,701,799
184645447,N,Els,St,,4300,4398,4301,4401
184645448,N,Spetson,St,,600,698,601,699
184645449,N,Eleftherias,St,,4300,4398,4301,4399
184645450,S,Spetson,St,,601,701,600,698
184645451,,Egeou,Ave,,4300,4398,4301,4399
184645452,S,Spetson,St,,703,799,700,798
184645453,N,Nia,Ave,,700,798,701,799
184645454,N,Nia,Ave,,600,698,601,699
184645455,N,Eleftherias,St,,4100,4298,4005,4299
184645456,S,Nia,Ave,,601,699,600,698
184645457,,Egeou,Ave,,4100,4298,4101,4299
184645458,S,Eleftherias,St,,4300,4398,4301,4399
184645459,S,Nia,Ave,,701,799,700,798
184645460,S,Eleftherias,St,,4200,4298,4201,4299
184645461,S,Spetson,St,,801,899,800,898
184645462,S,Els,St,,4300,4398,4301,4399
184645463,S,Spetson,St,,901,999,900,998
184645464,S,Acera,St,,4300,4398,4301,4399
184645465,S,Spetson,St,,1001,1099,1000,1098
184645466,S,Nia,Ave,,801,899,800,898
184645467,S,Ermou,St,,4300,4398,4301,4399
184645468,S,Eleftherias,St,,4100,4198,4101,4199
184645469,S,Tavla,St,,701,799,700,798
184645470,N,Oddisseos,St,,600,698,601,699
184645471,N,Eleftherias,St,,4000,4098,4001,4003
184645472,S,Oddisseos,St,,601,699,600,698
184645473,,Egeou,Ave,,4000,4098,4001,4099
184645474,S,Oddisseos,St,,898,700,757,701
184645475,S,Eleftherias,St,,4000,4098,4001,4099
184645476,S,Tavla,St,,1001,1099,1000,1098
184645478,S,Ploutarchou,St,,1001,1099,1000,1098
184645480,S,Oddisseos,St,,,,1001,759
184645481,S,Oddisseos,St,,1003,1099,1000,1098
184645484,S,Spetson,St,,1101,1151,1100,1150
184645488,S,Nia,Ave,,,,1109,1101
184645489,S,Achilleos,St,,4299,4201,4310,4306
184645490,S,Achilleos,St,,4200,4304,4175,4199
184645491,S,Tavla,St,,1101,1199,1100,1198
184645492,S,Achilleos,St,,4146,4198,4151,4173
184645495,S,Achilleos,St,,4100,4144,4101,4149
184645496,S,Oddisseos,St,,1101,1199,1100,1198
184645499,N,Mikonou,St,,700,798,701,799
184645500,N,Mikonou,St,,600,698,601,699
184645501,N,Eleftherias,St,,3900,3998,3901,3999
184645502,N,Els,St,,3900,3998,3901,3999
184645503,S,Mikonou,St,,601,699,600,698
184645504,S,Eleftherias,St,,3900,3998,3901,3999
184645505,S,Mikonou,St,,701,1099,700,1098
184645506,N,Polvo,St,,700,798,701,799
184645507,N,Polvo,St,,600,698,601,699
184645508,N,Eleftherias,St,,3800,3898,3801,3899
184645509,,Egeou,Ave,,3900,3998,3901,3999
184645510,S,Polvo,St,,601,699,600,698
184645511,,Egeou,Ave,,3800,3898,3801,3899
184645512,S,Polvo,St,,701,799,700,798
184645513,S,Eleftherias,St,,3800,3898,3801,3899
184645514,S,Polvo,St,,801,899,800,898
184645515,S,Els,St,,3800,3898,3801,3899
184645516,S,Polvo,St,,901,999,900,998
184645517,S,Acera,St,,3800,3898,3801,3899
184645518,S,Polvo,St,,1001,1099,1000,1098
184645519,N,Els,St,,3800,3898,3801,3899
184645520,N,Estos,St,,700,798,701,799
184645521,N,Els,St,,3700,3798,3701,3799
184645522,N,Estos,St,,600,698,601,699
184645523,N,Eleftherias,St,,3700,3798,3701,3799
184645524,S,Estos,St,,601,699,600,698
184645525,,Egeou,Ave,,3700,3798,3701,3799
184645526,S,Eleftherias,St,,3700,3798,3701,3799
184645527,S,Estos,St,,701,799,700,798
184645528,N,Utmana,St,,700,798,701,799
184645529,N,Els,St,,3600,3698,3601,3699
184645530,N,Utmana,St,,600,698,601,699
184645531,N,Eleftherias,St,,3600,3698,3601,3699
184645532,S,Utmana,St,,601,699,600,698
184645533,,Egeou,Ave,,3600,3698,3601,3699
184645534,S,Utmana,St,,701,799,700,798
184645535,S,Eleftherias,St,,3600,3698,3601,3699
184645536,S,Estos,St,,801,899,800,898
184645537,S,Els,St,,3700,3798,3701,3799
184645538,S,Ermou,St,,3800,3898,3801,3899
184645539,S,Estos,St,,901,999,900,998
184645540,S,Ermou,St,,3700,3798,3701,3799
184645541,S,Acera,St,,3700,3798,3701,3799
184645542,S,Estos,St,,1001,1099,1000,1098
184645543,S,Utmana,St,,801,899,800,898
184645544,S,Els,St,,3600,3698,3601,3699
184645545,S,Utmana,St,,901,999,900,998
184645546,S,Utmana,St,,1001,1099,1000,1098
184645547,S,Acera,St,,3600,3698,3601,3699
184645551,S,Achilleos,St,,3900,3998,3901,3999
184645552,S,Polvo,St,,1101,1199,1100,1198
